COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220007469,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,74,64,57,70,68,EK201830170022,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,97,45,87,89,50,189,173,86,5,4,2,2
SB11201220007478,M,Complete professional education,Incomplete Professional Education,Retired,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I E ACAD AURELIO MARTINEZ MUTIS,PUBLIC,TECHNICAL/ACADEMIC,72,76,69,70,76,EK201830154003,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,100,86,85,90,16,168,180,91,5,4,3,2
SB11201220007549,F,Complete Secundary,Complete Secundary,Auxiliary or Administrative,Home,Stratum 3,It is not classified by the SISBEN,Four,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,51,52,57,58,52,EK201830170044,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,66,55,54,63,41,132,152,59,3,3,2,2
SB11201220007579,M,Postgraduate education,Postgraduate education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,85,87,82,82,82,EK201830008098,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,97,96,92,95,58,183,190,96,5,4,3,2
SB11201220007619,F,0,0,0,Home,Stratum 5,It is not classified by the SISBEN,Five,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,70,62,64,72,73,EK201830150584,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,93,91,86,83,84,198,185,94,5,4,1,2
SB11201220007644,F,Complete Secundary,Complete Secundary,Independent professional,Independent professional,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,68,58,58,71,53,EK201830166057,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,90,63,8,73,70,156,155,64,4,3,2,2
SB11201220007685,F,Incomplete Secundary,Complete Secundary,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Three,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,64,56,59,64,64,EK201830138746,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,89,56,10,72,7,97,142,44,3,2,1,2
SB11201220007694,F,Complete Secundary,Complete Secundary,Operator,Independent,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,54,62,53,61,54,EK201830087528,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,62,89,65,68,28,170,160,71,4,3,2,2
SB11201220007758,F,Postgraduate education,Postgraduate education,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO DE LA PRESENTACION,PRIVATE,ACADEMIC,53,60,60,65,60,EK201830170111,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,92,35,25,61,37,164,148,53,3,3,4,2
SB11201220007806,F,Complete professional education,Complete technique or technology,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL DEL SAGRADO CORAZON DE JESUS,PRIVATE,ACADEMIC,64,62,60,62,78,EK201830039979,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,36,43,64,85,24,133,150,57,3,3,4,2
SB11201220007809,M,Incomplete primary ,Incomplete primary ,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO FRANCISCANO DEL VIRREY SOLIS,PRIVATE,ACADEMIC,74,64,61,68,71,EK201830125422,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,92,84,24,63,60,161,160,72,4,3,4,2
SB11201220007823,F,Postgraduate education,Postgraduate education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,74,68,66,75,64,EK201830170159,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,67,49,19,86,24,136,148,53,3,3,4,2
SB11201220007831,F,Incomplete Secundary,Postgraduate education,Small entrepreneur ,Independent professional,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,85,79,66,77,62,EK201830038831,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,99,95,35,93,8,159,169,82,5,4,4,2
SB11201220007861,M,Not sure,Complete professional education,Other occupation,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,59,49,53,53,54,EK201830038736,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,78,27,17,41,80,146,145,48,3,2,4,2
SB11201220007866,M,Complete professional education,Complete professional education,Entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,59,64,65,65,64,EK201830170092,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,79,68,75,73,78,181,169,82,5,4,4,2
SB11201220007871,M,Incomplete Secundary,Incomplete technical or technological,Retired,Home,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,62,77,64,66,85,EK201830173630,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,77,50,57,99,12,143,160,72,4,3,3,2
SB11201220007872,M,Postgraduate education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,86,85,72,81,90,EK201830173628,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,100,99,100,100,41,105,218,100,5,4,4,2
SB11201220008087,M,Postgraduate education,Incomplete Professional Education,Executive,Executive,Stratum 6,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL  SAN PEDRO CLAVER                                                                               ,PRIVATE,ACADEMIC,100,79,76,92,76,EK201830038837,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,95,96,94,95,94,214,198,98,5,4,4,2
SB11201220008117,M,Postgraduate education,Postgraduate education,Independent,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL  SAN PEDRO CLAVER                                                                               ,PRIVATE,ACADEMIC,85,70,64,77,82,EK201830138262,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,99,95,90,96,52,150,191,97,5,4,4,2
SB11201220008139,M,0,0,Entrepreneur ,Home,Stratum 1,Level 1,Four,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E PILOTO SIMON BOLIVAR,PUBLIC,ACADEMIC,57,49,53,51,54,EK201830125382,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,93,53,44,58,66,103,159,70,4,3,1,2
SB11201220008262,F,Postgraduate education,Postgraduate education,0,0,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE GABRIELA MISTRAL,PUBLIC,TECHNICAL/ACADEMIC,58,56,51,62,48,EK201830165912,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,37,53,78,41,91,110,157,68,4,3,4,2
SB11201220008267,F,0,0,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE GABRIELA MISTRAL,PUBLIC,TECHNICAL/ACADEMIC,62,62,71,71,65,EK201830155197,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,88,94,91,80,94,210,188,95,5,4,1,2
SB11201220008287,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE GABRIELA MISTRAL,PUBLIC,TECHNICAL/ACADEMIC,70,74,66,64,70,EK201830125428,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,75,88,86,83,53,170,173,86,5,4,1,2
SB11201220008299,F,0,Incomplete primary ,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE GABRIELA MISTRAL,PUBLIC,TECHNICAL/ACADEMIC,62,69,59,60,62,EK201830151036,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,82,78,52,87,28,177,164,76,4,4,2,2
SB11201220008360,F,Incomplete Secundary,0,0,0,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",COLEGIO INTEGRAD NUESTRA SEÑORA DEL DIVINO AMOR,PRIVATE,TECHNICAL/ACADEMIC,77,70,64,70,80,EK201830148171,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,100,84,71,92,57,210,184,93,5,4,2,2
SB11201220008373,F,Postgraduate education,Incomplete Professional Education,Executive,Home,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO INTEGRAD NUESTRA SEÑORA DEL DIVINO AMOR,PRIVATE,TECHNICAL/ACADEMIC,75,59,59,85,52,EK201830106817,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,99,51,20,44,48,181,152,60,4,3,3,2
SB11201220008375,F,Incomplete primary ,0,0,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRAD NUESTRA SEÑORA DEL DIVINO AMOR,PRIVATE,TECHNICAL/ACADEMIC,64,55,45,55,62,EK201830127400,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,35,39,63,82,16,165,146,51,3,3,4,2
SB11201220008387,M,Incomplete primary ,0,0,0,Stratum 3,It is not classified by the SISBEN,Four,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRAD NUESTRA SEÑORA DEL DIVINO AMOR,PRIVATE,TECHNICAL/ACADEMIC,66,67,66,67,62,EK201830127549,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,98,68,72,96,10,175,171,83,5,4,2,2
SB11201220008430,M,Complete technique or technology,Incomplete technical or technological,Independent professional,Independent professional,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL MILIT GENERAL SANTANDER,PRIVATE,ACADEMIC,52,59,52,59,46,EK201830117339,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,CIVIL ENGINEERING,87,4,21,17,14,161,127,19,1,1,2,2
SB11201220008487,F,0,0,0,0,Stratum 2,Level 1,Four,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,IE NUESTRA SEÑORA DEL PILAR,PUBLIC,TECHNICAL/ACADEMIC,59,70,55,64,55,EK201830127180,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,52,37,89,69,50,153,156,66,4,3,2,2
SB11201220008517,M,Complete professional education,Complete professional education,Other occupation,Home,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL  SAN PEDRO CLAVER                                                                               ,PRIVATE,ACADEMIC,76,70,71,83,90,EK201830173653,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,90,100,74,98,67,113,190,96,5,4,4,2
SB11201220008642,F,Postgraduate education,Postgraduate education,Entrepreneur ,Entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,ASPAEN GIMNASIO CANTILLANA,PRIVATE,ACADEMIC,66,67,68,64,75,EK201830002562,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,82,74,11,90,92,62,166,79,4,4,4,4
SB11201220008817,M,Complete professional education,Complete professional education,Independent,Retired,Stratum 3,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO PRINCIPE SAN CARLOS,PRIVATE,ACADEMIC,67,54,53,71,78,EK201830172895,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,98,99,13,91,51,151,174,86,5,4,3,2
SB11201220008948,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL BILINGUE DIVINO NIÑO                                                                           ,PRIVATE,ACADEMIC,70,64,68,71,73,EK201830039815,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,76,67,91,96,92,180,184,93,5,4,3,2
SB11201220009007,F,Complete primary ,Complete Secundary,Independent,Small entrepreneur ,Stratum 2,Level 2,Eight,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,less than 1 LMMW,No,I E DEPTAL FRANCISCO DE PAULA SANTANDER,PUBLIC,TECHNICAL/ACADEMIC,53,57,52,53,53,EK201830154454,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,80,57,78,58,18,141,155,65,4,3,2,2
SB11201220009117,M,Postgraduate education,Complete professional education,Operator,Independent,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,FUND COL UIS,PRIVATE,ACADEMIC,84,74,76,77,70,EK201830148836,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,92,46,80,17,183,164,76,4,4,4,2
SB11201220009124,M,Postgraduate education,Postgraduate education,Executive,Independent professional,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,FUND COL UIS,PRIVATE,ACADEMIC,64,64,68,80,75,EK201830170148,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,89,51,47,84,71,100,165,77,4,4,4,2
SB11201220009433,M,Incomplete Secundary,Complete Secundary,Entrepreneur ,Entrepreneur ,Stratum 2,Level 2,Three,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,"Yes, 20 hours or more per week",COL  FERNANDO DE ARAGON                                                                             ,PRIVATE,ACADEMIC,51,41,44,48,54,EK201830217842,UNIVERSIDAD MANUELA BELTRAN-UMB--BUCARAMANGA,INDUSTRIAL ENGINEERING,43,36,39,30,50,109,138,37,2,2,1,2
SB11201220009448,M,0,0,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,0,COL  FERNANDO DE ARAGON                                                                             ,PRIVATE,ACADEMIC,61,46,50,53,50,EK201830134914,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,96,62,67,78,2,162,156,65,4,3,2,2
SB11201220009615,M,0,0,0,0,Stratum 1,Level 1,Five,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,"Yes, less than 20 hours per week",IE ORIENTE MIRAFLORES,PUBLIC,TECHNICAL/ACADEMIC,57,48,52,65,40,EK201830148716,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,89,82,62,33,13,142,153,62,4,3,1,2
SB11201220009692,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,65,57,64,61,67,EK201830038806,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,92,23,35,71,24,154,148,54,3,3,2,2
SB11201220009698,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,72,68,100,100,78,EK201830206088,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,94,89,80,100,57,172,202,99,5,4,4,2
SB11201220009725,F,Incomplete Secundary,Incomplete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,49,48,48,53,49,EK201830038794,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,50,19,12,39,23,140,128,21,2,1,3,2
SB11201220010052,F,Postgraduate education,0,0,0,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,56,58,51,60,48,EK201830095583,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,39,29,78,49,76,152,151,58,3,3,2,2
SB11201220010057,M,0,0,0,Home,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,62,52,57,58,42,EK201830115318,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,CIVIL ENGINEERING,79,31,53,46,65,151,151,58,3,3,2,2
SB11201220010060,F,Complete Secundary,Complete Secundary,Independent,Entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE LICEO PATRIA,PUBLIC,TECHNICAL/ACADEMIC,54,45,44,59,62,EK201830170144,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,31,32,3,53,30,97,126,18,1,1,2,2
SB11201220011091,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Four,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO COOPERATIVO                                                                                 ,PRIVATE,ACADEMIC,64,58,55,61,70,EK201830012580,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",CIVIL ENGINEERING,82,57,18,77,76,76,157,67,4,3,2,4
SB11201220011159,M,Not sure,Not sure,Small entrepreneur ,Small entrepreneur ,Stratum 2,Level 3,Four,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUTO INTEGRADO DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,60,49,43,47,54,EK201830007500,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,93,53,57,71,62,138,163,75,4,4,2,2
SB11201220011252,F,0,0,0,Home,Stratum 2,Level 2,Four,,No,No,No,No,No,No,Yes,Yes,No,No,less than 1 LMMW,No,COLEGIO  INTEGRADO DON BOSCO,PUBLIC,TECHNICAL/ACADEMIC,62,77,69,75,43,EK201830130667,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,96,77,96,68,19,179,172,85,5,4,1,2
SB11201220011325,F,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 2,Level 2,Four,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,PUBLIC,TECHNICAL/ACADEMIC,62,59,66,63,49,EK201830170105,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,88,46,60,50,53,145,155,64,4,3,2,2
SB11201220011350,F,0,0,0,Home,Stratum 2,Level 2,Two,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,PUBLIC,TECHNICAL/ACADEMIC,58,56,57,58,52,EK201830083849,UNIVERSIDAD DE BOYACA - UNIBOYACA-TUNJA,INDUSTRIAL ENGINEERING,52,57,71,59,41,140,152,60,4,3,1,2
SB11201220011370,M,0,0,0,Home,Stratum 3,Level 3,Three,,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,PUBLIC,TECHNICAL/ACADEMIC,53,56,55,53,52,EK201830158391,UNIVERSIDAD SANTO TOMAS-TUNJA,CIVIL ENGINEERING,84,45,67,51,36,162,153,62,4,3,2,2
SB11201220011400,M,Incomplete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Five,,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,PUBLIC,TECHNICAL/ACADEMIC,62,55,64,52,54,EK201830118565,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,98,38,5,57,18,192,142,43,3,2,2,2
SB11201220011448,F,0,0,0,Home,Stratum 2,Level 2,Three,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,0,COLEGIO  TRINIDAD CAMACHO PINZON,PUBLIC,ACADEMIC,55,46,53,50,50,EK201830065349,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,62,18,29,32,49,128,136,34,2,2,2,2
SB11201220011471,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 1,Five,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,COLEGIO  TRINIDAD CAMACHO PINZON,PUBLIC,ACADEMIC,85,74,71,77,75,EK201830240116,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA,CIVIL ENGINEERING,96,93,88,75,82,186,185,94,5,4,2,1
SB11201220011637,M,Incomplete Professional Education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,PUBLIC,TECHNICAL/ACADEMIC,72,62,58,64,60,EK201830158428,UNIVERSIDAD SANTO TOMAS-TUNJA,CIVIL ENGINEERING,89,88,31,86,46,165,166,78,4,4,4,2
